# OpenBCI LSL Stream Data
# Session Start: 2025-08-09T14:48:38.023894
# Stream Name: timeseriesfilt
# Stream Type: EEG
# Sampling Rate: 250.0 Hz
# Channel Count: 8
"# Data Format: unix_timestamp, lsl_timestamp, system_time_iso, channel_1, channel_2, ..."
unix_timestamp,lsl_timestamp,system_time_iso,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1754765318.043539,1102186.4004765828,2025-08-09T14:48:38.043541,30.157573699951172,-28.757299423217773,-0.29562267661094666,-3.3465433202373163e-10,9.666884422302246,-2.557270050048828,0.9507923722267151,1.115452397115746e-09
1754765318.043885,1102186.4044765828,2025-08-09T14:48:38.043886,-37.9051513671875,-2.545485019683838,0.13323970139026642,-3.167030193651499e-09,2.0811607837677,3.027495861053467,3.712336778640747,-1.7829577814154618e-09
1754765318.043901,1102186.4084765827,2025-08-09T14:48:38.043901,56.29458236694336,-5.23128080368042,0.2530255913734436,-4.206160753028598e-09,7.988170623779297,-0.4279899299144745,0.7161049246788025,-1.892355161459136e-09
1754765318.0439098,1102186.4124765827,2025-08-09T14:48:38.043910,40.298709869384766,26.999732971191406,-0.010050373151898384,4.6032805345319616e-10,-6.59226131439209,-3.0830864906311035,-11.87244701385498,2.124044273799086e-09
1754765318.0439181,1102186.4164765826,2025-08-09T14:48:38.043918,76.221435546875,17.9089298248291,-0.332083135843277,-1.4198846265411902e-10,5.9622111320495605,-2.2370829582214355,-0.23760986328125,1.0949771089840965e-09
1754765318.043926,1102186.4204765826,2025-08-09T14:48:38.043926,33.15746307373047,34.84644317626953,-0.020627755671739578,-1.990592801703883e-09,-1.7365385293960571,2.987619161605835,3.98195481300354,-1.9702526277143306e-09
1754765318.0439339,1102186.4244765826,2025-08-09T14:48:38.043934,18.804218292236328,47.81805419921875,-0.07824230939149857,1.0898647540003026e-09,-10.10252571105957,0.9692508578300476,-4.822533130645752,1.2104769964160766e-10
1754765318.043941,1102186.4284765825,2025-08-09T14:48:38.043941,4.889223575592041,64.22389221191406,-0.911933183670044,3.1595295268971313e-09,-9.124298095703125,-2.862874984741211,-18.786285400390625,2.1589416920875237e-09
1754765318.0439491,1102186.4324765825,2025-08-09T14:48:38.043949,122.483154296875,26.447404861450195,-0.38043731451034546,2.444917157617965e-09,8.149225234985352,-1.7399026155471802,5.164253234863281,1.0637776215460804e-09
1754765318.043956,1102186.4364765824,2025-08-09T14:48:38.043956,165.337158203125,10.50061321258545,0.7348740696907043,2.134138143983222e-10,4.575554370880127,2.3264589309692383,22.534032821655273,-2.0172157277897895e-09
1754765318.0923588,1102186.4492616658,2025-08-09T14:48:38.092361,240.16993713378906,10.201144218444824,0.8820478916168213,-9.762057828766046e-10,27.44109535217285,3.1272764205932617,16.984655380249023,-1.7640818805730873e-09
1754765318.092391,1102186.4532616658,2025-08-09T14:48:38.092392,188.27682495117188,20.429292678833008,0.1262291669845581,-2.460765480272187e-10,18.630807876586914,2.386559009552002,10.146684646606445,3.221218083937494e-11
1754765318.0924082,1102186.4572616657,2025-08-09T14:48:38.092408,-29.324005126953125,113.6343002319336,-0.9856064915657043,1.4501740919214967e-09,-27.927358627319336,-2.1884446144104004,-38.649959564208984,2.3123210013409334e-09
1754765318.092417,1102186.4612616657,2025-08-09T14:48:38.092417,-36.39296340942383,139.9559783935547,-0.566479504108429,-2.495596784779508e-10,-32.53999328613281,-2.322145938873291,-40.34162521362305,1.1915884945423727e-09
1754765318.0924249,1102186.4652616656,2025-08-09T14:48:38.092425,142.00457763671875,62.00609588623047,0.8920480012893677,-4.206160753028598e-09,3.7475457191467285,1.9687529802322388,14.0604248046875,-2.1667525551549716e-09
1754765318.092435,1102186.4692616656,2025-08-09T14:48:38.092435,-3.9873530864715576,49.16055679321289,-0.29568442702293396,-1.8960408798562867e-09,-17.765499114990234,-0.009277801029384136,9.2634859085083,-1.7280504804872976e-10
1754765318.092444,1102186.4732616656,2025-08-09T14:48:38.092444,-154.79019165039062,100.45377349853516,-1.568613052368164,1.6480231623816621e-09,-43.07415771484375,-5.226969242095947,-31.976123809814453,1.9786374760855097e-09
1754765318.09246,1102186.4772616655,2025-08-09T14:48:38.092460,-1.8032277822494507,35.083709716796875,-0.675254762172699,1.4217450550191302e-09,-11.272217750549316,-2.6415138244628906,-11.657489776611328,1.1313734393780805e-09
1754765318.09247,1102186.4812616655,2025-08-09T14:48:38.092470,259.57122802734375,-82.37999725341797,1.468333125114441,-1.5526847585434211e-09,39.03422927856445,4.589548587799072,48.17470169067383,-1.87515003524652e-09
1754765318.092479,1102186.4852616654,2025-08-09T14:48:38.092479,113.69441223144531,15.414677619934082,0.35393649339675903,1.2829426410121414e-09,5.970177173614502,-0.8991231918334961,5.299182415008545,-2.723254399761288e-10
1754765318.124789,1102186.481341458,2025-08-09T14:48:38.124792,-37.88451385498047,76.97905731201172,-0.7202563881874084,3.869829789948653e-09,-12.95832633972168,-5.49916934967041,-30.314237594604492,1.7945506192162952e-09
1754765318.124846,1102186.4853414579,2025-08-09T14:48:38.124846,27.843473434448242,21.29383659362793,-0.6117526888847351,2.8362427961781123e-09,7.698447227478027,-2.505258560180664,-3.4846036434173584,1.0820692120105946e-09
1754765318.1248698,1102186.4893414578,2025-08-09T14:48:38.124870,156.917724609375,-75.47647094726562,0.7753222584724426,-9.916160115253092e-10,34.15034103393555,5.125161647796631,48.654457092285156,-1.6965524540779597e-09
1754765318.1248908,1102186.4933414578,2025-08-09T14:48:38.124891,97.41719818115234,-56.669795989990234,1.0057293176651,-2.460765480272187e-10,26.899240493774414,1.4276466369628906,27.76047134399414,-8.681549229505592e-11
1754765318.12491,1102186.4973414578,2025-08-09T14:48:38.124910,11.820544242858887,-8.46231746673584,0.19674667716026306,1.4501740919214967e-09,13.759814262390137,-1.4240528345108032,-4.125306606292725,1.9654997629459103e-09
1754765318.1261,1102186.5013414577,2025-08-09T14:48:38.126100,52.7853889465332,-18.635604858398438,-0.46926823258399963,-2.495596784779508e-10,15.3665189743042,-1.7581579685211182,2.1221632957458496,1.0651978188391809e-09
1754765318.1262321,1102186.5053414577,2025-08-09T14:48:38.126232,93.38844299316406,-45.25493240356445,-0.06466919183731079,-4.206160753028598e-09,9.837799072265625,1.7300975322723389,19.339895248413086,-1.8327046547028658e-09
1754765318.1272871,1102186.5093414576,2025-08-09T14:48:38.127318,85.75458526611328,-37.111366271972656,0.6063880920410156,-1.8960408798562867e-09,7.414276123046875,3.4048221111297607,5.916294574737549,8.923349559264437e-11
1754765318.127347,1102186.5133414576,2025-08-09T14:48:38.127347,24.08696937561035,-4.069828510284424,-0.07450122386217117,1.6480231623816621e-09,5.154560565948486,2.1789374351501465,-9.848115921020508,2.134343146664719e-09
